"Julian_Date","Year","Girth_cm","Grass_Temp..Deg.C...Smp.","Soil_Temp_4in...Deg.C...Smp.","Air_Temp..Deg.C...Smp.","Grass_Temp_Min..Deg.C...Min.","Grass_Temp_Max..Deg.C...Max.","Rain_mm_Tot...mm...Tot.","species","Air_Temp_Max...Deg.C...Max."
119,"2016",68,15.42,6.779,7.363,-2.438,24.67,0.1,"quercus.robur",10.25
104,"2016",100,16.9,7.708,10.95,-0.203,26.05,0,"quercus.robur",16.2
107,"2016",282,9.05,8.76,4.431,2.172,17.62,10.5,"quercus.robur",11.15
105,"2016",188,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
107,"2016",188,9.05,8.76,4.431,2.172,17.62,10.5,"quercus.robur",11.15
105,"2016",310,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
107,"2016",310,9.05,8.76,4.431,2.172,17.62,10.5,"quercus.robur",11.15
109,"2016",310,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
104,"2016",110,16.9,7.708,10.95,-0.203,26.05,0,"quercus.robur",16.2
109,"2016",110,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
112,"2016",110,14.52,8.71,9.87,1.991,23.24,0,"quercus.robur",14.57
104,"2016",133,16.9,7.708,10.95,-0.203,26.05,0,"quercus.robur",16.2
105,"2016",164,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",106,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",103,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
109,"2016",103,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
111,"2016",103,15.59,7.902,9.73,-1.168,26.4,0,"quercus.robur",14.71
105,"2016",150,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",45,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",113,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",42,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",97,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
105,"2016",245,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
109,"2016",62,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
123,"2016",62,14.96,10.71,12.09,9.7,25.77,0,"quercus.robur",15.08
105,"2016",272,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
117,"2016",82,13.1,7.036,6.016,-1.434,20.89,0.4,"quercus.robur",11.88
108,"2016",66,16.33,6.524,6.626,-2.036,16.79,0.3,"quercus.robur",8.31
107,"2016",110,9.05,8.76,4.431,2.172,17.62,10.5,"quercus.robur",11.15
105,"2016",97,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
109,"2016",67,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
113,"2016",67,10.65,9.17,8.32,6.528,24.53,0,"quercus.robur",16.47
115,"2016",67,8.99,8.01,5.548,1.877,20,0.2,"quercus.robur",10.17
115,"2016",67,8.99,8.01,5.548,1.877,20,0.2,"quercus.robur",10.17
119,"2016",67,15.42,6.779,7.363,-2.438,24.67,0.1,"quercus.robur",10.25
123,"2016",67,14.96,10.71,12.09,9.7,25.77,0,"quercus.robur",15.08
109,"2016",90,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
109,"2016",59,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
109,"2016",102,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
109,"2016",144,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
105,"2016",73,15.57,9.02,11.15,2.838,26.18,0,"quercus.robur",16.56
109,"2016",73,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
106,"2016",289,15.08,10.59,10.2,7.997,27.1,2.9,"quercus.robur",16.43
106,"2016",530,15.08,10.59,10.2,7.997,27.1,2.9,"quercus.robur",16.43
104,"2016",135,16.9,7.708,10.95,-0.203,26.05,0,"quercus.robur",16.2
104,"2016",75,16.9,7.708,10.95,-0.203,26.05,0,"quercus.robur",16.2
109,"2016",75,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
109,"2016",45,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
104,"2016",41,16.9,7.708,10.95,-0.203,26.05,0,"quercus.robur",16.2
109,"2016",184,15.8,7.344,9.66,-0.477,21.59,0,"quercus.robur",11.34
97,"2017",86,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
98,"2017",120,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
98,"2017",92,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
100,"2017",92,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
100,"2017",85,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
100,"2017",132,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
103,"2017",109,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
105,"2017",95,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
108,"2017",95,12.14,8.83,7.428,-1.789,21.33,0,"quercus.robur",11.67
112,"2017",95,13.77,10.47,9.98,1.777,20.37,0,"quercus.robur",14.95
115,"2017",95,12.98,8.59,6.21,-4.164,19.65,0,"quercus.robur",13.03
117,"2017",95,12.78,7.1,7.639,-5.278,26.84,0.7,"quercus.robur",10.11
119,"2017",95,11.79,9.16,7.953,-1.474,26.53,0,"quercus.robur",13.24
121,"2017",95,15.57,11.11,11.5,5.21,27.67,1.9,"quercus.robur",16.3
124,"2017",95,16.01,10.45,10.49,-108.9,-73.93,0.8,"quercus.robur",10.56
134,"2017",95,16.08,14.45,13.99,-108.9,-44.66,2.9,"quercus.robur",17.16
136,"2017",95,18.02,15.55,17.81,-89.5,-61.65,0.3,"quercus.robur",17.81
138,"2017",95,20.09,14.43,12.36,8.41,20.09,27,"quercus.robur",16.11
140,"2017",95,21.85,13.2,13.39,3.621,26.36,2.4,"quercus.robur",14.63
142,"2017",95,20.62,14.69,17.46,4.566,33.11,0,"quercus.robur",18.41
144,"2017",95,24.37,16.14,19.74,8.19,28.01,0,"quercus.robur",20.22
146,"2017",95,25.51,17.41,22.19,7.597,38.45,0,"quercus.robur",25.72
105,"2017",80,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
100,"2017",92,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",92,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",92,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
98,"2017",26,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
100,"2017",26,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
104,"2017",26,12.39,10.04,9.63,0.145,27.63,0,"quercus.robur",13.09
100,"2017",165,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
97,"2017",56,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",56,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",56,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",56,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
98,"2017",74,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
98,"2017",142,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
100,"2017",142,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
104,"2017",142,12.39,10.04,9.63,0.145,27.63,0,"quercus.robur",13.09
107,"2017",142,9.76,10.52,7.834,5.759,26.15,1.4,"quercus.robur",14.64
110,"2017",142,15.95,9.78,10.29,-1.188,23.68,0,"quercus.robur",13.08
113,"2017",142,15.09,10.4,9.99,-0.714,27.59,0,"quercus.robur",15.85
115,"2017",142,12.98,8.59,6.21,-4.164,19.65,0,"quercus.robur",13.03
117,"2017",142,12.78,7.1,7.639,-5.278,26.84,0.7,"quercus.robur",10.11
119,"2017",142,11.79,9.16,7.953,-1.474,26.53,0,"quercus.robur",13.24
98,"2017",35,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
100,"2017",35,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
104,"2017",35,12.39,10.04,9.63,0.145,27.63,0,"quercus.robur",13.09
100,"2017",50,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
100,"2017",158,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",158,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",158,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
105,"2017",158,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
97,"2017",37,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",37,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
97,"2017",58,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",58,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",58,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",58,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
97,"2017",225,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
97,"2017",71,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
97,"2017",123,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
97,"2017",93,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
97,"2017",80,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",80,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",80,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
97,"2017",98,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
97,"2017",75,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",76,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",76,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",76,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
105,"2017",76,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
108,"2017",76,12.14,8.83,7.428,-1.789,21.33,0,"quercus.robur",11.67
105,"2017",159,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
96,"2017",47,13.75,8.77,9.63,-0.111,25.54,0,"quercus.robur",13.96
100,"2017",73,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
108,"2017",42,12.14,8.83,7.428,-1.789,21.33,0,"quercus.robur",11.67
101,"2017",81,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
100,"2017",77,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
98,"2017",151,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
103,"2017",70,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
105,"2017",70,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
108,"2017",70,12.14,8.83,7.428,-1.789,21.33,0,"quercus.robur",11.67
100,"2017",37,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",37,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",37,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
100,"2017",42,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",42,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",42,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
101,"2017",266,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
100,"2017",38,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",38,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",38,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
100,"2017",68,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",68,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",68,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
115,"2017",100,12.98,8.59,6.21,-4.164,19.65,0,"quercus.robur",13.03
97,"2017",118,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
97,"2017",103,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",103,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",103,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",103,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
100,"2017",172,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",62,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",62,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
105,"2017",62,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
97,"2017",98,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",98,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
104,"2017",98,12.39,10.04,9.63,0.145,27.63,0,"quercus.robur",13.09
96,"2017",82,13.75,8.77,9.63,-0.111,25.54,0,"quercus.robur",13.96
100,"2017",67,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
101,"2017",67,12.84,9.28,9.38,-0.508,23.53,0,"quercus.robur",12.76
103,"2017",67,13.05,9.67,10.19,-1.638,26.33,0,"quercus.robur",15.72
97,"2017",73,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
100,"2017",73,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
97,"2017",115,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
105,"2017",154,13.61,10.56,10.54,6.025,24.65,0.3,"quercus.robur",13.83
108,"2017",154,12.14,8.83,7.428,-1.789,21.33,0,"quercus.robur",11.67
100,"2017",45,14.22,10.06,10.32,2.643,32.75,0,"quercus.robur",24.02
108,"2017",45,12.14,8.83,7.428,-1.789,21.33,0,"quercus.robur",11.67
97,"2017",184,14.39,8.75,10.33,-1.077,28.64,0,"quercus.robur",16.05
96,"2017",82,13.75,8.77,9.63,-0.111,25.54,0,"quercus.robur",13.96
98,"2017",114,15.15,8.76,12.16,-2.025,30.02,0,"quercus.robur",17.3
99,"2018",254,8.98,8.68,8.15,8.19,12.74,11.5,"quercus.robur",11.21
99,"2018",207,8.98,8.68,8.15,8.19,12.74,11.5,"quercus.robur",11.21
99,"2018",426,8.98,8.68,8.15,8.19,12.74,11.5,"quercus.robur",11.21
101,"2018",271,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
101,"2018",37,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
101,"2018",127,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
101,"2018",207,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
101,"2018",135,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
101,"2018",105,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
101,"2018",88,8.74,9.15,7.314,8.51,15.02,7.6,"quercus.robur",13.49
102,"2018",139,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",110,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",110,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",84,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",119,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",98,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",142,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",123,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",268,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",114,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",171,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",243,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",275,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",146,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",164,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",210,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",130,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",135,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",90,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",110,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",97,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",150,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",162,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",190,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",227,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",267,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",121,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",127,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",135,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",135,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",161,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
102,"2018",107,8.8,8.79,7.353,7.873,12.47,0.2,"quercus.robur",10.07
104,"2018",143,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
104,"2018",120,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
104,"2018",92,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
104,"2018",140,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
104,"2018",132,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
104,"2018",238,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
104,"2018",161,15.49,8.76,12.77,6.445,15.92,0,"quercus.robur",12.87
106,"2018",113,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",376,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",317,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",126,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",131,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",177,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",207,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",256,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",106,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",87,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",83,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",37,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",283,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",94,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",228,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",315,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",373,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",71,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",123,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",93,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",248,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",101,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",156,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",152,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",288,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",451,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",323,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",100,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",166,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",69,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",192,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",241,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",136,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",190,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",56,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",113,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",90,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",94,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",82,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",109,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",66,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",152,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",140,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",174,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",96,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",135,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",239,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",310,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",73,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",442,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",321,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",145,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",149,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",45,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",156,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",86,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",105,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",65,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",59,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",70,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",146,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",62,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",73,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",325,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",277,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",176,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",64,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",122,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",162,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",240,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",315,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",264,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",188,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",147,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",66,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",195,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",133,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",85,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",95,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",145,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",150,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",231,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",127,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",100,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",124,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",123,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",110,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",213,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",133,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",115,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",64,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
106,"2018",70,11.48,9.18,11.41,6.853,16.34,2,"quercus.robur",14.35
107,"2018",173,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",120,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",92,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",156,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",400,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",105,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",71,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",171,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",109,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
107,"2018",297,14.19,9.46,14.47,7.516,16.83,0,"quercus.robur",14.76
